id,escalated_property,escalated_holistic,A_Sentential,A_Normative,A_Referential,A_Process,A_Data,A_Human,A_Atomicity,B_Sentential,B_Normative,B_Referential,B_Process,B_Data,B_Human,B_Atomicity,M_Sentential,M_Normative,M_Referential,M_Process,M_Data,M_Human,M_Atomicity,A3_Completeness,A3_SelfSufficiency,A3_Atomicity3,M3_Completeness,M3_SelfSufficiency,M3_Atomicity3,Ah_Verdict,Mh_Verdict,A1_verdict,A2_verdict,A3_verdict,A4_verdict,A3_check_failed,A3_check_failures,A4_check_failed,A4_check_failures
614,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Incomplete,,,Complete,,,No,No,No,No,No,No,0,,1,LT4_gate
615,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Incomplete,,,Complete,,,No,No,No,No,No,No,0,,1,LT4_gate
616,1,0,Complete,Y,Complete,Dependent,Dependent,Independent,Atomic,Complete,Y,Complete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Dependent,Independent,Compound,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
617,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
618,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,0,
619,1,0,Complete,Y,Incomplete,Dependent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,No,,Complete,No,,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch
620,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
621,1,0,Complete,P,Incomplete,Dependent,Dependent,Independent,,Complete,P,Incomplete,Dependent,Independent,Independent,,Complete,P,Incomplete,Dependent,Independent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
622,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
623,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
624,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
625,0,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
626,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
627,1,0,Complete,Y,Complete,Dependent,Incomplete,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
628,0,1,Complete,N,Incomplete,Independent,Independent,Independent,,Complete,N,Incomplete,Independent,Independent,Independent,,Complete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
629,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,selfsuff_mismatch
630,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,N,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
631,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,selfsuff_mismatch
632,1,0,Complete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
633,1,1,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
634,0,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
635,0,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
636,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
637,0,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
638,0,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
639,0,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
640,0,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
641,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
642,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
643,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
644,1,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
645,0,0,Incomplete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
646,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
647,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
648,0,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
649,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,No,,Complete,Yes,Compound,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three;completeness_mismatch,1,holistic_vs_three;three_vs_seven
650,1,0,Complete,Compound,Complete,Independent,Independent,Dependent,,Complete,Compound,Complete,Independent,Dependent,Dependent,Compound,Complete,Compound,Complete,Independent,Independent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
651,1,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Incomplete,Yes,,Incomplete,Yes,,No,No,No,No,No,No,0,,0,
652,0,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Incomplete,Yes,,Incomplete,Yes,,No,No,No,No,No,No,0,,0,
653,0,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,No,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch;selfsuff_mismatch
654,0,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
655,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,Yes,Atomic,No,No,No,No,No,No,1,completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
656,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,Yes,Atomic,No,No,No,No,No,No,1,completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
657,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,Yes,,Incomplete,Yes,,No,No,No,No,No,No,0,,0,
658,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,No,,Complete,Yes,Atomic,No,No,No,No,No,No,1,completeness_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
659,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
660,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
661,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
662,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
663,1,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,Compound,Incomplete,Dependent,Dependent,Independent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
664,0,0,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Complete,Compound,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Complete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
665,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
666,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
667,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
668,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
669,0,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Incomplete,Independent,Dependent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
670,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
671,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven,1,holistic_vs_seven;three_vs_seven
672,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
673,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
674,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
675,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
676,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
677,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
678,0,0,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,N,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
679,1,0,Complete,N,Incomplete,Independent,Dependent,Dependent,,Complete,N,Complete,Independent,Independent,Dependent,,Complete,N,Complete,Independent,Independent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch,1,completeness_mismatch
680,1,0,Complete,Y,Complete,Dependent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Dependent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Incomplete,No,,Complete,No,,No,No,No,No,No,No,1,completeness_mismatch;LT4_gate,1,LT4_gate
681,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
682,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
683,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
684,0,0,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Complete,N,Complete,Independent,Independent,Independent,,Incomplete,,,Incomplete,,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
